song_id,album_id,title,number,duration,plays,danceability,energy,valence,tempo,key_mode,explicit
3IhtE4fkytdrtEfV34UzkD,1pzvBxYgT6OVwJLtHkrdQK,betty,14,295,194860472,0.595,0.376,0.476,96,C major,1
6JlI8Ay77m4nJvZTHvfT1J,1pzvBxYgT6OVwJLtHkrdQK,peace,15,234,124033066,0.644,0.284,0.328,150,F major,1
0YeDG5HnKnG7jpArkzsSPa,1pzvBxYgT6OVwJLtHkrdQK,hoax,16,220,110755999,0.676,0.178,0.404,119,G# major,0
0eFQWVz0qIxDOvhLpZ40P7,1pzvBxYgT6OVwJLtHkrdQK,the lakes - bonus track,17,212,77165446,0.313,0.258,0.268,180,D major,0
43rA71bccXFGD4C8GOpIlN,1NAmidJlEaVgA3MpcPFYGq,I Forgot That You Existed,1,171,237669987,0.664,0.316,0.541,93,F major,0
1BxfuPKGuaTgP7aM0Bbdwr,1NAmidJlEaVgA3MpcPFYGq,Cruel Summer,2,178,423867385,0.552,0.702,0.564,170,A major,0
1dGr1c8CrMLDpV6mPbImSI,1NAmidJlEaVgA3MpcPFYGq,Lover,3,221,679085102,0.359,0.543,0.453,69,G major,0
3RauEVgRgj1IuWdJ9fDs70,1NAmidJlEaVgA3MpcPFYGq,The Man,4,190,406670895,0.777,0.658,0.633,110,C major,0
3pHkh7d0lzM2AldUtz2x37,1NAmidJlEaVgA3MpcPFYGq,The Archer,5,211,194195408,0.292,0.574,0.166,124,C major,0
2YWtcWi3a83pdEg3Gif4Pd,1NAmidJlEaVgA3MpcPFYGq,I Think He Knows,6,173,155167600,0.897,0.366,0.416,100,C major,0
214nt20w5wOxJnY462klLw,1NAmidJlEaVgA3MpcPFYGq,Miss Americana & The Heartbreak Prince,7,234,146701533,0.662,0.747,0.487,150,B minor,0
4y5bvROuBDPr5fuwXbIBZR,1NAmidJlEaVgA3MpcPFYGq,Paper Rings,8,222,320430101,0.811,0.719,0.865,104,A major,0
12M5uqx0ZuwkpLp5rJim1a,1NAmidJlEaVgA3MpcPFYGq,Cornelia Street,9,287,166214788,0.824,0.624,0.248,102,C major,0
2dgFqt3w9xIQRjhPtwNk3D,1NAmidJlEaVgA3MpcPFYGq,Death By A Thousand Cuts,10,199,152663357,0.712,0.732,0.313,94,E major,0
1LLXZFeAHK9R4xUramtUKw,1NAmidJlEaVgA3MpcPFYGq,London Boy,11,190,173555477,0.695,0.71,0.557,158,C# major,0
4AYtqFyFbX0Xkc2wtcygTr,1NAmidJlEaVgA3MpcPFYGq,Soon You’ll Get Better (feat. The Chicks),12,202,91575972,0.433,0.182,0.421,207,C major,0
5hQSXkFgbxjZo9uCwd11so,1NAmidJlEaVgA3MpcPFYGq,False God,13,200,119606008,0.739,0.32,0.351,80,B minor,0
6RRNNciQGZEXnqk8SQ9yv5,1NAmidJlEaVgA3MpcPFYGq,You Need To Calm Down,14,171,679880112,0.771,0.671,0.714,85,D major,0
1SymEzIT3H8UZfibCs3TYi,1NAmidJlEaVgA3MpcPFYGq,Afterglow,15,223,180026114,0.756,0.449,0.399,111,A major,0
2Rk4JlNc2TPmZe2af99d45,1NAmidJlEaVgA3MpcPFYGq,ME! (feat. Brendon Urie of Panic! At The Disco),16,193,693316635,0.61,0.83,0.728,182,C major,0
1SmiQ65iSAbPto6gPFlBYm,1NAmidJlEaVgA3MpcPFYGq,It’s Nice To Have A Friend,17,150,79924149,0.737,0.175,0.545,70,A# major,0
1fzAuUVbzlhZ1lJAx9PtY6,1NAmidJlEaVgA3MpcPFYGq,Daylight,18,293,128114964,0.557,0.496,0.265,150,C major,0
2yLa0QULdQr0qAIvVwN6B5,6DEjYFkNZh67HP7R9PSZvv,...Ready For It?,1,208,431999889,0.613,0.764,0.417,160,D major,0
2x0WlnmfG39ZuDmstl9xfX,6DEjYFkNZh67HP7R9PSZvv,End Game,2,245,332469474,0.649,0.589,0.151,159,D major,0
4svZDCRz4cJoneBpjpx8DJ,6DEjYFkNZh67HP7R9PSZvv,I Did Something Bad,3,238,254205593,0.696,0.602,0.305,83,C minor,0
1R0a2iXumgCiFb7HEZ7gUE,6DEjYFkNZh67HP7R9PSZvv,Don’t Blame Me,4,236,428169821,0.615,0.534,0.193,136,A minor,0
6NFyWDv5CjfwuzoCkw47Xf,6DEjYFkNZh67HP7R9PSZvv,Delicate,5,232,627600655,0.75,0.404,0.0499,95,A minor,0
1P17dC1amhFzptugyAO7Il,6DEjYFkNZh67HP7R9PSZvv,Look What You Made Me Do,6,212,797343782,0.766,0.709,0.506,128,A minor,0
5PxFv9yJEg9dxvbZggykro,6DEjYFkNZh67HP7R9PSZvv,So It Goes...,7,228,98510046,0.574,0.61,0.374,75,D major,0
1ZY1PqizIl78geGM4xWlEA,6DEjYFkNZh67HP7R9PSZvv,Gorgeous,8,210,351809119,0.8,0.535,0.451,92,G major,0
0VE4kBnHJUgtMf0dy6DRmW,6DEjYFkNZh67HP7R9PSZvv,Getaway Car,9,234,296913176,0.562,0.689,0.351,172,D major,0
7HuBDWi18s4aJM8UFnNheH,6DEjYFkNZh67HP7R9PSZvv,King Of My Heart,10,214,138998219,0.675,0.703,0.314,110,C major,0
7I7JbDv63ZJJsSi24DyJrz,6DEjYFkNZh67HP7R9PSZvv,Dancing With Our Hands Tied,11,212,139649599,0.624,0.691,0.284,160,C minor,0
6oVxXO5oQ4pTpO8RSnkzvv,6DEjYFkNZh67HP7R9PSZvv,Dress,12,230,146272713,0.719,0.469,0.0851,120,C major,0
07NxDD1iKCHbAldceD7QLP,6DEjYFkNZh67HP7R9PSZvv,This Is Why We Can't Have Nice Things,13,207,122708243,0.567,0.789,0.438,164,F major,0
1GwMQaZz6Au3QLDbjbMdme,6DEjYFkNZh67HP7R9PSZvv,Call It What You Want,14,204,230510654,0.598,0.504,0.252,164,A major,0
7F5oktn5YOsR9eR5YsFtqb,6DEjYFkNZh67HP7R9PSZvv,New Year’s Day,15,235,108217384,0.661,0.151,0.23,95,C major,0
33Kq0AT5rvwyE4azisG08x,34OkZVpuzBa9y40DCy0LPR,Welcome To New York,1,213,161577868,0.789,0.634,0.658,117,G major,0
2sC2P3BN0IXujNaaSyDmtP,34OkZVpuzBa9y40DCy0LPR,Blank Space,2,232,1029218792,0.76,0.703,0.57,96,F major,0
1fo2ctLqj3zBhRQKOXprol,34OkZVpuzBa9y40DCy0LPR,Style,3,231,505306364,0.588,0.791,0.487,95,G major,0
6Nde5KuTXyB7jlPO4upaBo,34OkZVpuzBa9y40DCy0LPR,Out Of The Woods,4,236,199921071,0.553,0.841,0.338,92,G major,0
0lmMtDQ2ElasKU2qDAE6NN,34OkZVpuzBa9y40DCy0LPR,All You Had To Do Was Stay,5,193,143029001,0.605,0.725,0.539,97,F major,0
3fthfkkvy9av3q3uAGVf7U,34OkZVpuzBa9y40DCy0LPR,Shake It Off,6,219,911632141,0.647,0.8,0.942,160,G major,0
1B5VzXPqMlvRw0U4HJY3dJ,34OkZVpuzBa9y40DCy0LPR,I Wish You Would,7,207,81709414,0.653,0.893,0.513,118,C major,0
0yN4fNzmVnmgC0dsOoi9Wh,34OkZVpuzBa9y40DCy0LPR,Bad Blood,8,212,352846554,0.646,0.794,0.287,170,G major,0
106R7Z57WYzBAfrXImV30y,34OkZVpuzBa9y40DCy0LPR,Wildest Dreams,9,220,646797220,0.55,0.688,0.465,140,G# major,0
6wfugRLamFsTRbPcCpNnP7,34OkZVpuzBa9y40DCy0LPR,How You Get The Girl,10,248,100464669,0.765,0.656,0.545,120,F major,0
1kTPQnabROVkW9bUXdCGrB,34OkZVpuzBa9y40DCy0LPR,This Love,11,250,78311180,0.481,0.435,0.107,144,E major,0
2zfgVd034GlUvk7LqBHl6u,34OkZVpuzBa9y40DCy0LPR,I Know Places,12,196,84359001,0.602,0.755,0.495,160,C major,0
4bXCcoesMt8u99xMsbLr9U,34OkZVpuzBa9y40DCy0LPR,Clean,13,271,117183328,0.815,0.377,0.211,104,E major,0
6iWMI5oOhWrDbLbjmwTWFq,34OkZVpuzBa9y40DCy0LPR,Wonderland,14,246,82811507,0.422,0.692,0.197,184,D# major,0
4A2LfnduSTsE8u0ecYROxE,34OkZVpuzBa9y40DCy0LPR,You Are In Love,15,267,79899891,0.474,0.48,0.319,170,D major,0
6rZVy6FIG7lSJQMFXHo12z,34OkZVpuzBa9y40DCy0LPR,New Romantics,16,230,137633816,0.633,0.889,0.584,122,F major,0
4JQm7ebhsrt10wmrP6AfXL,34OkZVpuzBa9y40DCy0LPR,I Know Places - Voice Memo,17,216,3988340,0.592,0.128,0.15,79,A minor,0
4TtyvyI42C0KFnbDZvNC8Y,34OkZVpuzBa9y40DCy0LPR,I Wish You Would - Voice Memo,18,107,3124230,0.781,0.357,0.645,118,C major,0
0yisH8r0f3Mkq34kjzUlCV,34OkZVpuzBa9y40DCy0LPR,Blank Space - Voice Memo,19,131,3388459,0.675,0.234,0.578,127,F minor,0
5zyCYmiaVE5y26EZuwZbsw,1KlU96Hw9nlvqpBPlSqcTV,State Of Grace,1,295,55143741,0.588,0.825,0.397,130,E major,0
1RvQQGwaPipiNgz8RXAKA8,1KlU96Hw9nlvqpBPlSqcTV,Red,2,221,203811001,0.602,0.896,0.641,125,C# minor,0
0XfOV7qY3834QpFVwOb6CC,1KlU96Hw9nlvqpBPlSqcTV,Treacherous,3,241,50435942,0.705,0.621,0.395,110,D major,0
0ciHz919LVKoH4zgxyMPZ9,1KlU96Hw9nlvqpBPlSqcTV,I Knew You Were Trouble.,4,218,606166319,0.622,0.469,0.679,77,D# minor,0
1q3RiD1tIWUpGsNFADMlvl,1KlU96Hw9nlvqpBPlSqcTV,All Too Well,5,328,211908053,0.602,0.609,0.337,93,C major,0
3bIxTsfeNMO7Nt2J3EUKrA,1KlU96Hw9nlvqpBPlSqcTV,22,6,230,305011663,0.658,0.729,0.668,104,G major,0
31pEV5lPJi7btskZoUr2yu,1KlU96Hw9nlvqpBPlSqcTV,I Almost Do,7,243,56503147,0.567,0.481,0.233,146,E major,0
